"year","country","school_id","student_id","mother_educ","father_educ","gender","computer","internet","math","read","science","stu_wgt","desk","room","dishwasher","television","computer_n","car","book","wealth","escs"
2018,"ALB","800265",803463,"ISCED 3A","ISCED 3B, C","male","yes","yes",462.118,466.329,488.239,6.52381,"yes","yes",NA,"2","3+","2","101-200",0.4015,0.9093
2018,"ALB","800265",803584,"ISCED 3A","ISCED 3A","male","yes","yes",531.69,551.965,571.804,6.52381,"yes","yes",NA,"3+","2","2","101-200",0.1182,0.5855
2018,"ALB","800265",803807,"ISCED 3A","ISCED 3A","male","yes","yes",580.813,570.146,559.216,6.52381,"yes","no",NA,"2","1","1","26-100",-1.0036,-0.3959
2018,"ALB","800265",803877,"ISCED 3A","ISCED 3A","female","yes","yes",435.839,440.331,470.303,6.52381,"yes","yes",NA,"3+","2","3+","11-25",0.9256,0.9086
2018,"ALB","800265",804361,"ISCED 3A","ISCED 3A","female","yes","yes",363.925,408.409,387.911,6.52381,"yes","yes",NA,"2","2","0","26-100",-0.0564,-0.1079
2018,"ALB","800265",804537,"ISCED 3B, C","ISCED 3A","female","yes","yes",469.508,460.379,440.794,6.52381,"yes","no",NA,"2","1","1","0-10",-1.0491,-0.2098
2018,"ALB","800265",805081,"ISCED 3A","ISCED 3A","female","yes","yes",518.687,539.666,495.397,6.52381,"yes","yes",NA,"3+","2",NA,"11-25",-0.4135,0.8382
2018,"ALB","800265",805089,"ISCED 3A","ISCED 3A","male","yes","yes",524.276,537.771,520.733,6.52381,"yes","yes",NA,"1","2","1","101-200",-0.8266,-0.1438
2018,"ALB","800265",805129,"ISCED 3B, C","ISCED 3B, C","female","yes","yes",558.363,581.279,548.978,6.52381,"yes","yes",NA,"1","2","2","26-100",-0.6262,0.8723
2018,"ALB","800265",805185,"ISCED 3A","ISCED 3A","female","yes","yes",580.384,549.969,515.164,6.52381,"yes","yes",NA,"3+","2",NA,"201-500",-0.1346,1.2038
2018,"ALB","800265",805239,"ISCED 3A","ISCED 3A","female","yes","yes",392.451,466.792,493.927,6.52381,"yes","yes",NA,"2","2","1","26-100",-0.354,0.8911
2018,"ALB","800265",805310,"ISCED 3A","ISCED 3A","female","yes","yes",401.247,444.432,468.515,6.52381,"yes","yes",NA,"2","2","2","26-100",0.1174,1.1872
2018,"ALB","800265",805314,"ISCED 3A","ISCED 3A","female","yes","yes",553.673,451.701,492.218,6.52381,"yes","yes",NA,"2","1","0","0-10",-1.5787,-1.1567
2018,"ALB","800265",805396,"ISCED 3A","ISCED 3A","female","yes","yes",401.235,414.276,483.202,6.52381,"yes","yes",NA,"3+","2","3+","26-100",0.2771,0.7085
2018,"ALB","800265",805765,"ISCED 3B, C","ISCED 3B, C","female","yes","yes",546.539,526.138,538.077,6.52381,"yes","yes",NA,"1","2","0","201-500",-1.4239,0.0711
2018,"ALB","800265",805893,"ISCED 3A","ISCED 3A","male","yes","yes",547.001,450.584,516.295,6.52381,"yes","yes",NA,"2","1",NA,"0-10",-1.38,-0.9522
2018,"ALB","800265",806005,"ISCED 3B, C","ISCED 3A","female","yes","no",457.747,469.264,470.268,6.52381,"yes","yes",NA,"1",NA,"2","11-25",-1.3546,0.2849
2018,"ALB","800265",806250,"ISCED 3A","ISCED 3A","female","yes","yes",469.081,468.444,486.214,6.52381,"yes","yes",NA,"1","1","2","101-200",-0.3672,0.776
2018,"ALB","800265",806316,"ISCED 3A","ISCED 3A","female","yes","yes",627.082,574.672,525.433,6.52381,"yes","yes",NA,"1","3+","1","101-200",-0.4911,1.0631
2018,"ALB","800265",806491,"ISCED 3A","ISCED 3A","male","yes","yes",476.102,472.992,436.266,6.52381,"yes","yes",NA,"2","1","1","26-100",-1.9648,0.036
2018,"ALB","800265",806809,"ISCED 3A","ISCED 3A","female","yes","yes",499.508,463.949,519.269,6.52381,"yes","yes",NA,"2","1","1","26-100",-1.5231,-0.8731
2018,"ALB","800266",800332,"ISCED 3A","ISCED 3A","female","yes","yes",495.949,492.699,478.858,3.22783,"yes","yes",NA,"2","2","1","101-200",-0.6769,0.5994
2018,"ALB","800266",800361,"ISCED 3A","ISCED 3A","male","yes","yes",479.631,446.755,503.045,3.22783,"yes","yes",NA,"2","1","0","0-10",-1.1596,-0.9005
2018,"ALB","800266",800379,"ISCED 2","ISCED 2","female","yes","yes",485.524,473.203,548.466,3.22783,"yes","yes",NA,"2","1","0","11-25",-0.8942,-1.6015
2018,"ALB","800266",800661,"ISCED 3A","ISCED 3A","male","yes","yes",481.492,422.515,414.376,3.22783,"yes","no",NA,"2","1","1","0-10",-1.2037,-0.021
2018,"ALB","800266",800767,"ISCED 3A","ISCED 3A","female","yes","yes",572.166,491.829,492.801,3.22783,"yes","yes",NA,"2","1","1","26-100",-1.1366,0.3304
2018,"ALB","800266",800782,"ISCED 2","ISCED 3A","male","yes","yes",464.408,383.168,405.186,3.22783,"yes","yes",NA,NA,"1","1","0-10",-0.6944,-0.9601
2018,"ALB","800266",800987,"ISCED 3A","ISCED 3A","male","yes","yes",407.34,412.258,411.073,3.22783,"yes","yes",NA,"2","1","1","26-100",-1.0905,-0.6455
2018,"ALB","800266",801042,"ISCED 3A","ISCED 3A","male","yes","yes",355.031,371.416,385.523,3.22783,"yes","yes",NA,"2","2","1","11-25",-0.3858,-0.8276
2018,"ALB","800266",801242,"ISCED 3A","ISCED 2","female","no","no",369.176,383.115,393.835,3.22783,"yes","no",NA,"1","0","0","0-10",-3.1537,-2.2327
2018,"ALB","800266",801520,"ISCED 2","ISCED 3A","female","yes","yes",456.445,459.281,414.454,3.22783,"yes","yes",NA,"1","1","0","0-10",-1.7801,-1.6383
2018,"ALB","800266",801536,"ISCED 3A","ISCED 3A","female","yes","yes",550.472,418.221,458.889,3.22783,"yes","yes",NA,"2","2","1","11-25",-1.1496,-1.0433
2018,"ALB","800266",801576,"ISCED 3A","ISCED 3A","male","yes","no",529.621,431.428,471.453,3.22783,"yes","yes",NA,"1","1","0","11-25",-2.0353,-0.7431
2018,"ALB","800266",801722,"ISCED 3B, C","ISCED 3B, C","female","no","no",480.575,482.37,459.491,3.22783,"no","yes",NA,"1","1","0","26-100",-2.4394,-1.2931
2018,"ALB","800266",801723,"ISCED 2","ISCED 2","female","yes","yes",377.617,400.937,380.052,3.22783,"yes","yes",NA,"3+","1","0","0-10",-1.4482,-1.4442
2018,"ALB","800266",801829,"ISCED 3A","ISCED 3A","male","yes","yes",444.259,360.321,455.881,3.22783,"yes","yes",NA,"1","2","1","0-10",-1.193,-0.6316
2018,"ALB","800266",802112,"ISCED 2","ISCED 3A","male","yes","yes",539.655,423.925,443.551,3.22783,"yes","yes",NA,"2","2","1","11-25",-0.9239,-0.8561
2018,"ALB","800266",802205,"ISCED 3A","ISCED 3A","male","yes","yes",463.3,419.822,424.431,3.22783,"yes","yes",NA,"2","1","0","0-10",-1.3702,-1.3187
2018,"ALB","800266",802306,"ISCED 3A","ISCED 3B, C","female","yes","yes",501.136,495.707,520.556,3.22783,"yes","yes",NA,"3+",NA,"3+","201-500",1.7657,1.5702
2018,"ALB","800266",802654,"ISCED 3A","ISCED 2","male","yes","yes",384.579,302.952,397.86,3.22783,"yes","yes",NA,"3+","1","2","0-10",0.0231,-1.2174
2018,"ALB","800266",802703,"ISCED 3A","ISCED 3B, C","male","yes","yes",420.587,429.039,436.221,3.22783,"yes","yes",NA,"2","2","0","0-10",-0.4359,-1.1989
2018,"ALB","800266",802917,"ISCED 2","ISCED 2","female","yes","yes",422.447,347.351,418.923,3.22783,"yes","yes",NA,"2","1","0","11-25",-1.3962,-1.7665
2018,"ALB","800266",802969,"ISCED 3A","ISCED 3B, C","female","yes","yes",387.962,452.692,374.524,3.22783,"yes","yes",NA,"2","2","2","26-100",-0.2046,-0.4752
2018,"ALB","800266",802994,"ISCED 3A","ISCED 3A","male","yes","no",422.325,410.809,420.75,3.22783,"yes","yes",NA,"1","2","0","26-100",-1.5176,-1.1455
2018,"ALB","800266",803154,"ISCED 3A","ISCED 3A","male","yes","yes",498.422,435.315,441.064,3.22783,"yes","yes",NA,"1","3+","1","11-25",0.6756,1.0491
2018,"ALB","800266",803225,"ISCED 3A","ISCED 3A","female","yes","yes",397.358,364.402,439.526,3.22783,"yes","yes",NA,"2","1","1","26-100",-1.7542,-0.3988
2018,"ALB","800266",803632,"ISCED 2","ISCED 2","female","yes","yes",479.115,491.856,470.131,3.22783,"yes","yes",NA,"3+","1","1","0-10",-1.3224,-2.0657
2018,"ALB","800266",803662,"ISCED 3A","ISCED 3A","female","yes","yes",442.101,444.149,409.215,3.22783,"yes","yes",NA,"2","1","3+","26-100",-0.3539,-1.2202
2018,"ALB","800266",803724,"ISCED 3A","ISCED 3B, C","female","yes","yes",349.757,370.747,361.676,3.22783,"yes","yes",NA,"2","2","1","0-10",-1.194,-0.6152
2018,"ALB","800266",804083,"ISCED 3A","ISCED 3A","female","yes","yes",452.499,523.849,470.037,3.22783,"yes","yes",NA,"2","1","1","101-200",-0.8182,0.4228
2018,"ALB","800266",804204,"ISCED 3A","ISCED 3A","female","no","no",285.877,325.227,322.857,3.22783,"yes","yes",NA,"1","0","1","11-25",-2.6539,-1.8172
2018,"ALB","800266",804740,"ISCED 3A","ISCED 2","female","yes","yes",373.512,336.502,347.413,3.22783,"yes","yes",NA,"1",NA,"1","0-10",-2.1172,-0.609
2018,"ALB","800266",804815,"ISCED 3A","ISCED 3A","male","yes","yes",444.416,362.458,390.477,3.22783,"no","yes",NA,"2","1","1","11-25",-1.1826,-0.9523
2018,"ALB","800266",805041,"ISCED 3A","ISCED 3B, C","male","yes","yes",357.147,375.063,469.633,3.22783,"yes","yes",NA,"3+","1","1","0-10",-0.2677,-0.5382
2018,"ALB","800266",805158,"ISCED 3A","ISCED 3A","male","yes","yes",362.126,344.803,343.947,3.22783,"yes","yes",NA,"2","2","1","26-100",-0.6861,-0.0266
2018,"ALB","800266",805230,"ISCED 3A","ISCED 3A","female","yes","yes",387.45,383.49,348.207,3.22783,"yes","yes",NA,"1","2","3+","0-10",0.3017,-0.7166
2018,"ALB","800266",805246,"ISCED 2","ISCED 2","female","yes","yes",450.289,364.943,370.565,3.22783,"yes","yes",NA,"2","2","1","0-10",-0.354,-0.1906
2018,"ALB","800266",805726,"ISCED 2","ISCED 3B, C","female","no","no",380.562,408.309,326.345,3.22783,"yes","yes",NA,"1","0","0","0-10",-4.1789,-1.8803
2018,"ALB","800266",806374,"ISCED 3A","ISCED 2","male","yes","yes",527.481,373.049,457.401,3.22783,"yes","yes",NA,"1","1","0","11-25",-1.3015,0.4227
2018,"ALB","800266",806413,"ISCED 3A","ISCED 3A","female","yes","yes",465.252,387.281,524.011,3.22783,"yes","no",NA,"2","1","1","26-100",-1.6978,-0.5918
2018,"ALB","800266",806666,"ISCED 1","ISCED 1","female","yes","yes",431.032,420.901,413.829,3.22783,"no","yes",NA,"2","1","0","11-25",-1.518,-2.3787
2018,"ALB","800266",806770,"ISCED 3A","ISCED 3A","male","yes","no",452.569,379.592,435.828,3.22783,"yes","yes",NA,"2","2","3+","0-10",-0.5573,-0.9725
2018,"ALB","800266",806789,"ISCED 3A","ISCED 2","female","yes","yes",465.619,381.922,419.187,3.22783,"yes","yes",NA,"3+","1","2","101-200",0.3688,-0.5264
2018,"ALB","800267",800368,"ISCED 2","ISCED 2","male","no","no",414.208,405.837,428.55,7.30754,"yes","yes",NA,"2","0","0","0-10",-2.8417,-2.1663
2018,"ALB","800267",801353,"ISCED 3A","ISCED 3A","female","yes","no",476.128,416.989,456.561,7.30754,"yes","yes",NA,"1","1","0","0-10",-2.6351,-1.7186
2018,"ALB","800267",801632,"ISCED 3A","ISCED 2","male","yes","yes",409.316,333.658,345.406,7.30754,"yes","yes",NA,"2","1","1","11-25",-1.1316,-0.9243
2018,"ALB","800267",801686,"ISCED 3A","ISCED 3A","male","yes","yes",374.945,395.031,452.199,7.30754,"yes","yes",NA,"1","2","2","0-10",-0.3828,-1.2136
2018,"ALB","800267",802238,"ISCED 2","ISCED 2","male","yes","yes",520.809,400.103,484.323,7.30754,"yes","yes",NA,"1","1","1","26-100",-1.5144,-1.2797
2018,"ALB","800267",802350,"ISCED 2","ISCED 2","male","yes","yes",503.827,454.662,407.209,7.30754,"yes","yes",NA,"2","2","1","0-10",-0.4948,-1.1428
2018,"ALB","800267",804536,"ISCED 2","ISCED 2","male","no","no",527.348,396.426,344.023,7.30754,"yes","yes",NA,"1","0","1","0-10",-2.1982,-2.4591
2018,"ALB","800267",804678,"ISCED 2","ISCED 2","female","yes","yes",425.548,370.574,398.742,7.30754,"yes","yes",NA,"1","1","1","26-100",-1.7191,-2.0563
2018,"ALB","800267",804973,"ISCED 3A","ISCED 3A","male","yes","yes",341.08,359.92,433.714,7.30754,"yes","yes",NA,"2","2","2","26-100",-0.4439,-0.1698
2018,"ALB","800267",805691,"ISCED 2","ISCED 2","male","no","no",519.979,393.12,486.435,7.30754,"yes","no",NA,"1","1",NA,"0-10",-2.5392,-2.1744
2018,"ALB","800267",806278,"ISCED 3A","ISCED 3A","male","yes","yes",560.754,395.271,453.772,7.30754,"yes","yes",NA,"2","1","1","0-10",-0.925,-1.1222
2018,"ALB","800268",800181,"ISCED 1","ISCED 3A","male","no","yes",429.415,392.857,349.713,7.30754,"yes","no",NA,"2","1","0","0-10",-1.6924,-1.1014
2018,"ALB","800268",801422,"ISCED 2","ISCED 2","female","yes","yes",551.711,506.607,436.408,7.30754,"yes","yes",NA,"2","2","1","11-25",-0.4948,-0.3268
2018,"ALB","800268",802333,"ISCED 2","ISCED 3B, C","male","yes","yes",584.767,479.646,506.979,7.30754,"yes","yes",NA,"2","2","1","11-25",-0.8248,-0.0107
2018,"ALB","800268",802712,"ISCED 3B, C","ISCED 3B, C","male","yes","yes",424.769,343.13,340.252,7.30754,"yes","yes",NA,"3+","2","1","26-100",-0.2747,-0.4953
2018,"ALB","800268",802993,"ISCED 2","ISCED 2","male",NA,"yes",451.131,381.429,454.832,7.30754,"yes","yes",NA,"1",NA,"1","0-10",-0.5502,0.3567
2018,"ALB","800268",803307,"ISCED 3A","ISCED 3A","male","yes","yes",375.052,386.339,456.456,7.30754,"yes","yes",NA,"2","1","1","0-10",-0.8399,0.1815
2018,"ALB","800268",803626,"ISCED 3A","ISCED 3A","male","yes","yes",488.174,373.312,421.096,7.30754,"yes","yes",NA,"3+","1","1","11-25",-0.9061,-0.6859
2018,"ALB","800268",803749,"ISCED 3B, C","ISCED 2","male","no","yes",412.126,421.839,401.663,7.30754,"yes","yes",NA,"1","0",NA,"11-25",-2.1456,-0.9786
2018,"ALB","800268",804252,"ISCED 3B, C","ISCED 2","male","no","yes",400.964,261.607,358.258,7.30754,"yes","yes",NA,"2","1","1","0-10",-0.8399,-1.2726
2018,"ALB","800268",804286,"ISCED 3A","ISCED 3A","male","yes","yes",608.615,425.485,506.573,7.30754,"yes","yes",NA,"3+","2","2","26-100",0.1182,0.7837
2018,"ALB","800268",804775,"ISCED 2","ISCED 3A","male","yes","yes",508.358,465.685,569.014,7.30754,"yes","no",NA,"1","3+","0","26-100",-1.0625,-0.8207
2018,"ALB","800268",804946,"ISCED 3B, C","ISCED 3B, C","female","yes","yes",386.694,393.891,393.631,7.30754,"yes","yes",NA,"2","1","1","11-25",-1.1034,-0.8655
2018,"ALB","800268",805175,"ISCED 2","ISCED 2","male",NA,"yes",559.239,338.908,453.944,7.30754,NA,NA,NA,"2","1","0","101-200",-1.5446,-2.1696
2018,"ALB","800268",805256,"ISCED 3A","ISCED 2","male","yes","yes",381.138,354.53,395.99,7.30754,"yes","yes",NA,"2","1","1","11-25",-1.9392,-0.8564
2018,"ALB","800268",805436,"ISCED 3A","ISCED 3A","male","yes","yes",658.966,490.919,553.001,7.30754,"yes","no",NA,"2","1","0","26-100",-2.3856,-0.6705
2018,"ALB","800268",805869,"ISCED 2","ISCED 3A","male","no","yes",503.934,429.474,444.033,7.30754,"yes","yes",NA,"2","1","1","0-10",-1.5231,-0.6154
2018,"ALB","800268",806138,"ISCED 2","ISCED 2","female","no","yes",364.337,360.297,347.537,7.30754,"yes","no",NA,"1","0","0","26-100",-3.1057,-2.4505
2018,"ALB","800269",800172,"ISCED 2","ISCED 3A","female","yes","yes",489.51,436.346,417.495,4.60988,"yes","yes",NA,"2","1","1","11-25",-0.9481,-0.3881
2018,"ALB","800269",800470,"ISCED 3A",NA,"male","yes","yes",532.929,529.417,448.029,4.60988,"yes","yes",NA,"1","1","2","26-100",-1.1362,-0.2529
2018,"ALB","800269",800646,"ISCED 3A","ISCED 3A","male","yes","yes",507.749,430.346,444.999,4.60988,"yes","yes",NA,"1","1",NA,"26-100",-1.1926,-1.0678
2018,"ALB","800269",800729,"ISCED 2","ISCED 2","female","yes","no",423.304,478.699,450.924,4.60988,"yes","yes",NA,"2","1","2","0-10",-1.0031,-1.6546
2018,"ALB","800269",800752,"ISCED 3A","ISCED 2","female","yes","yes",556.743,520.908,458.946,4.60988,"yes","yes",NA,"1","1","1","11-25",-1.6567,-1.2571
2018,"ALB","800269",800793,"ISCED 3A","ISCED 3A","female","yes","no",579.103,546.331,589.699,4.60988,"yes","yes",NA,"1","2","1","26-100",-1.2676,0.2843
2018,"ALB","800269",801123,"ISCED 3A","ISCED 3A","female","yes","yes",628.122,580.285,517.706,4.60988,"yes","yes",NA,"3+","2","1","26-100",-0.1082,0.9282
2018,"ALB","800269",801231,"ISCED 2","ISCED 2","female","yes","yes",546.116,519.688,588.18,4.60988,"yes","yes",NA,"2","1","2","11-25",-0.6394,-1.5991
2018,"ALB","800269",801455,"ISCED 3A","ISCED 3A","female","yes","yes",430.444,484.172,464.293,4.60988,"yes","yes",NA,"2","2","1","101-200",-0.246,0.7008
2018,"ALB","800269",801844,"ISCED 3A","ISCED 3A","male","no","yes",469.656,430.163,420.857,4.60988,"yes","yes",NA,"3+","1","2","11-25",-0.1097,-0.5482
2018,"ALB","800269",801908,"ISCED 2","ISCED 3A","female","yes","yes",565.577,535.476,597.132,4.60988,"yes","yes",NA,"2","1","1","26-100",-1.3605,-0.5254
2018,"ALB","800269",801948,"ISCED 2","ISCED 3A","female","yes","yes",462.516,453.103,431.911,4.60988,"yes","yes",NA,"2","1","0","0-10",-1.926,-1.4408
2018,"ALB","800269",801963,"ISCED 3A","ISCED 3A","male","yes","yes",618.554,640.867,599.868,4.60988,"yes","yes",NA,"2","1","1","101-200",-0.6917,0.7351
2018,"ALB","800269",802012,"ISCED 3A","ISCED 3A","female","yes","yes",590.073,546.262,538.462,4.60988,"yes","yes",NA,"3+","2","1","11-25",-0.1755,0.4206
2018,"ALB","800269",802175,"ISCED 3A","ISCED 3B, C","male","yes","yes",652.352,518.579,545.189,4.60988,"yes","yes",NA,"2","2","2","26-100",-0.0645,0.313
2018,"ALB","800269",802259,"ISCED 2","ISCED 3B, C","female","yes","yes",558.572,489.454,482.438,4.60988,"yes","yes",NA,"3+","1","2","26-100",-0.5286,-0.2079
2018,"ALB","800269",802370,"ISCED 3A","ISCED 3A","female","yes","yes",546.014,506.835,484.786,4.60988,"yes","yes",NA,"3+","3+","2","26-100",0.4457,0.985
2018,"ALB","800269",802458,NA,"ISCED 3A","male","yes","yes",559.043,451.821,466.718,4.60988,"yes","yes",NA,"2","1","1","11-25",-0.8399,-0.4424
2018,"ALB","800269",802688,"ISCED 3A","ISCED 3A","female","yes","yes",453.416,425.343,434.39,4.60988,"yes","yes",NA,"2","2","1","26-100",-0.4534,-0.2802
2018,"ALB","800269",803016,"ISCED 3A","ISCED 2","male","yes","yes",566.857,511.409,611.181,4.60988,"yes","yes",NA,"1","2","1","11-25",-1.3675,-1.2619
2018,"ALB","800269",803065,"ISCED 2","ISCED 3A","female","yes","yes",513.701,549.381,515.237,4.60988,"yes","yes",NA,"2","1","3+","26-100",-0.7954,-0.4486
2018,"ALB","800269",803251,"ISCED 2","ISCED 3A","female","no","yes",417.649,474.818,414.536,4.60988,"yes","yes",NA,"3+","0","1","0-10",-2.1197,-1.7475
2018,"ALB","800269",803635,"ISCED 3A","ISCED 3A","female","yes","yes",579.846,571.233,535.535,4.60988,"yes","yes",NA,"3+","3+","2","201-500",1.1147,0.9071
2018,"ALB","800269",803668,"ISCED 3A","ISCED 3A","male","yes","yes",616.381,478.96,484.131,4.60988,"yes","yes",NA,"3+","1","2","11-25",-0.2176,-0.0985
2018,"ALB","800269",803939,"ISCED 3A","ISCED 2","male","no","yes",500.285,474.392,443.898,4.60988,"yes","yes",NA,"2","0","0","11-25",-2.5962,-1.8432
2018,"ALB","800269",804005,"ISCED 2","ISCED 2","female","yes","yes",572.96,544.781,578.013,4.60988,"yes","yes",NA,"3+","2","1","26-100",-0.5566,-1.1982
2018,"ALB","800269",804015,NA,NA,"female",NA,NA,563.765,538.413,526.501,4.60988,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"ALB","800269",804169,"ISCED 3A","ISCED 3B, C","male","yes","yes",600.648,594.079,559.135,4.60988,"no","no",NA,"2","2","0","26-100",-1.2347,-0.041
2018,"ALB","800269",804193,"ISCED 3A","ISCED 3A","female","yes","yes",549.101,539.599,468.895,4.60988,"yes","yes",NA,"2","2","2","201-500",-0.2046,-0.5543
2018,"ALB","800269",804224,"ISCED 3A","ISCED 3A","male","yes","yes",506.17,445.071,435.626,4.60988,"yes","yes",NA,"3+","1","1","0-10",-0.7485,-0.2707
2018,"ALB","800269",804244,"ISCED 3A","ISCED 3B, C","male","yes","yes",611.899,638.552,586.848,4.60988,"yes","yes",NA,"2",NA,"1","11-25",-0.6427,-1.2722
2018,"ALB","800269",804562,"ISCED 3A","ISCED 3A","male","yes","yes",636.65,612.221,641.154,4.60988,"yes","yes",NA,"3+","2","1","101-200",-0.456,-0.3717
2018,"ALB","800269",804802,"ISCED 3A","ISCED 3A","female","yes","yes",472.121,573.97,494.838,4.60988,"yes","yes",NA,"3+","2","2","101-200",1.1988,0.4243
2018,"ALB","800269",804880,"ISCED 3B, C","ISCED 3A","female","yes","yes",539.074,483.322,567.603,4.60988,"yes","yes",NA,"3+","1","1","11-25",-0.3669,-0.56
2018,"ALB","800269",805064,"ISCED 3A","ISCED 3A","male","yes","yes",547.307,492.872,519.085,4.60988,"yes","yes",NA,"2","1","2","more than 500",-0.3961,0.7731
2018,"ALB","800269",805166,"ISCED 3A","ISCED 2","female","yes","yes",539.152,492.028,526.305,4.60988,"yes","yes",NA,"1","1","1","11-25",-1.5659,-0.9915
2018,"ALB","800269",805324,"ISCED 3A","ISCED 3A","female","yes","yes",422.007,491.431,410.678,4.60988,"yes","yes",NA,"3+","1","1","26-100",-0.2677,-0.0522
2018,"ALB","800269",805660,"ISCED 3A","ISCED 3A","female","yes","yes",590.584,525.514,502.131,4.60988,"yes","yes",NA,"3+","3+","1","26-100",0.1289,1.1319
2018,"ALB","800269",806008,"ISCED 2","ISCED 3A","male","yes","yes",668.543,562.054,577.68,4.60988,"yes","yes",NA,"2","1","1","101-200",-1.1034,0.1687
2018,"ALB","800269",806010,"ISCED 2","ISCED 3A","female","yes","yes",563.163,512.023,511.129,4.60988,"yes","yes",NA,"1","1","2","11-25",-0.9217,-1.1735
2018,"ALB","800269",806173,"ISCED 2","ISCED 2","female","yes","yes",465.068,453.118,491.724,4.60988,"yes","yes",NA,"3+","1","2","11-25",-0.3873,-1.5885
2018,"ALB","800269",806603,"ISCED 3B, C","ISCED 3B, C","female","yes","yes",644.984,591.619,567.251,4.60988,"yes","yes",NA,"2","1","1","101-200",-0.8399,0.8129
2018,"ALB","800270",800687,"ISCED 2","ISCED 2","female","no","yes",455.877,442.485,440.764,3.4913,"yes","yes",NA,"1","0","1","0-10",-2.3008,-2.1397
2018,"ALB","800270",800745,"ISCED 2","ISCED 3A","male","yes","yes",645.803,506.988,624.402,3.32099,"yes","yes",NA,"1","1","1","101-200",-1.959,-1.3328
2018,"ALB","800270",800779,"ISCED 3A","ISCED 3A","male","yes","yes",565.546,507.696,431.576,3.32099,"yes","yes",NA,"2","1","0","101-200",-1.3078,-0.2847
2018,"ALB","800270",801528,"ISCED 3A","ISCED 3B, C","female",NA,NA,566.919,429.615,424.066,3.4913,"yes",NA,NA,"2","0","0","0-10",-2.457,-1.7641
2018,"ALB","800270",801740,"ISCED 3A","ISCED 3A","female","yes","yes",442.995,448.694,422.542,3.4913,"yes","no",NA,"3+","1","1","0-10",-1.2912,-1.3605
2018,"ALB","800270",801839,"ISCED 2","ISCED 3A","female","no","yes",399.688,347.15,347.352,3.4913,"yes","yes",NA,"2","0","0","0-10",-1.9336,-1.4964
2018,"ALB","800270",801978,"ISCED 3A","ISCED 3A","male","yes","yes",338.699,331.358,329.303,3.32099,"yes","yes",NA,"3+","1","0","11-25",-0.7768,0.1365
2018,"ALB","800270",802249,"ISCED 3A","ISCED 2","female","yes","yes",251.028,326.785,283.9,3.4913,"yes","yes",NA,"2","1",NA,"11-25",-1.338,-0.7888
2018,"ALB","800270",802289,"ISCED 3A","ISCED 3A","male","yes","yes",418.562,275,352.353,3.32099,"yes","yes",NA,"2","1","3+","0-10",-0.5663,0.3202
2018,"ALB","800270",802486,"ISCED 2","ISCED 3A","male","yes","yes",501.057,489.522,431.554,3.32099,"yes","yes",NA,"2","2",NA,"0-10",-0.1838,-0.0673
2018,"ALB","800270",803370,"ISCED 3A","ISCED 1","male","yes","yes",352.689,381.431,294.749,3.32099,"yes","yes",NA,"3+","2","1","11-25",0.7088,0.572
2018,"ALB","800270",803651,"ISCED 2","ISCED 2","female","no","no",423.404,352.498,362.863,3.4913,"no","no",NA,"1","0","0","11-25",-2.807,-2.3036
2018,"ALB","800270",804687,"ISCED 2","ISCED 2","female","no","yes",469.021,487.62,520.575,3.4913,"yes","no",NA,"1","0","0","0-10",-2.9005,-2.2621
2018,"ALB","800270",805223,"ISCED 2","ISCED 2","female","yes","yes",431.449,443.433,471.663,3.4913,"yes","yes",NA,"2","1","2","0-10",-0.8358,-1.5136
2018,"ALB","800270",805786,"ISCED 3A","ISCED 3A","male","no","yes",463.568,416.415,431.3,3.32099,"yes","yes",NA,"2","0","1","0-10",-1.4542,-0.803
2018,"ALB","800270",805812,"ISCED 3A","ISCED 2","female","no","no",415.352,485.697,435.618,3.4913,"yes","yes",NA,"2","0","1","0-10",-1.8953,-1.4392
2018,"ALB","800270",805835,"ISCED 2","ISCED 3A","male","yes","yes",544.33,448.865,527.91,3.32099,"yes","yes",NA,"2","2","2","26-100",0.4565,0.9513
2018,"ALB","800270",806036,"ISCED 2","less than ISCED1","female","yes","yes",476.977,459.789,431.189,3.4913,"yes","yes",NA,"1","1","1","0-10",-1.0356,-1.7612
2018,"ALB","800270",806261,"ISCED 2","ISCED 2","female","yes","yes",434.496,383.675,447.815,3.4913,"yes","yes",NA,"2","1",NA,"0-10",-1.8423,-2.367
2018,"ALB","800270",806434,"ISCED 2","ISCED 2","male","yes","yes",420.257,333.649,361.023,3.32099,"yes","yes",NA,"1","1","0","0-10",-1.7801,-2.2056
2018,"ALB","800271",803434,NA,NA,"male",NA,NA,391.862,318.042,396.189,7.18965,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"ALB","800271",805824,"ISCED 2","ISCED 3B, C","female","no","yes",301.068,361.319,320.837,7.86012,"yes","yes",NA,"2","0","1","11-25",-1.1611,-1.3462
2018,"ALB","800272",800227,"ISCED 2","ISCED 1","male","yes","no",598.933,528.977,501.449,6.68067,"no","no",NA,"1","1","0","0-10",-3.0193,-2.4546
2018,"ALB","800272",800777,"ISCED 2","ISCED 3A","female","yes","yes",408.833,390.292,425.488,6.07334,"yes","yes",NA,"2","2","1","101-200",-0.0287,0.4557
